ph,turbidity,tds,chlorine,fluoride,nitrate,coliform,temperature,symptom_diarrhea_count,symptom_vomiting_count,symptom_fever_count,symptom_abdominal_pain_count,symptom_jaundice_count,symptom_dehydration_count,symptom_fatigue_count,symptom_nausea_count,symptom_headache_count,mild_case_count,moderate_case_count,severe_case_count,critical_case_count,symptoms_list,disease_outbreak_label,symptom_abdominal_cramps_count,symptom_loss_of_appetite_count,mild_case,moderate_case,severe_case,critical_case,district_Dibrugarh,district_Jorhat,district_Kamrup Metro,district_Sonitpur,primary_water_source_Municipal tap water,primary_water_source_Pond water,primary_water_source_River water,primary_water_source_Tube well,primary_water_source_Well water
6.91,29.9,602,0.1,0.62,1,91,21.5,8,11,4,14,0,12,10,8,0,34,23,4,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.38,19.2,308,0.23,0.11,4,249,27.5,11,6,0,4,0,6,10,0,3,22,12,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.12,77.3,499,0.15,0.32,22,642,19.8,23,10,2,10,0,16,8,6,1,51,17,10,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.97,71.9,231,0.16,0.27,13,271,27.7,30,10,1,5,0,11,10,3,3,37,25,9,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
6.86,5.0,99,1.1,0.28,1,4,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.11,4.2,135,0.49,0.5,1,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.56,109.9,154,0.5,0.65,1,297,26.1,6,20,3,15,0,5,3,8,2,30,10,7,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.93,11.2,391,0.13,0.13,2,251,24.8,14,5,1,5,0,7,4,5,4,23,9,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.18,78.7,363,0.29,0.31,8,154,23.6,3,8,6,18,0,2,9,6,2,24,12,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.56,34.4,482,0.35,0.61,7,270,23.0,5,0,2,1,0,11,6,0,5,12,8,2,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.12,26.4,70,0.38,0.62,7,108,18.0,3,2,7,3,30,1,6,10,6,44,18,5,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.32,119.4,501,0.41,0.46,8,282,21.8,12,12,5,7,0,8,1,2,2,23,10,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.26,50.6,542,0.12,0.67,3,313,27.5,12,20,1,17,0,7,4,4,6,29,11,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.06,17.3,258,0.51,0.25,2,200,27.7,6,1,6,3,0,4,5,4,2,19,5,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False
7.17,49.3,649,0.25,0.34,25,366,19.7,8,6,2,3,0,5,7,9,6,26,14,4,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.81,66.3,737,0.39,0.56,21,306,27.8,25,13,1,10,0,16,3,7,2,34,21,7,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.47,15.7,85,0.19,0.5,19,49,23.3,3,6,6,0,28,6,13,11,6,47,24,9,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.13,45.0,312,0.01,0.2,5,309,23.7,12,10,7,7,0,6,4,6,3,25,17,6,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.56,9.8,103,0.37,0.25,7,58,24.6,6,3,8,0,12,0,4,16,5,29,8,3,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.57,43.9,268,0.25,0.44,15,462,20.4,27,14,1,9,0,10,3,7,4,36,13,4,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.48,82.1,485,0.4,0.27,9,93,18.6,3,15,4,10,0,7,3,11,4,32,18,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.99,24.0,377,0.54,0.25,66,67,20.4,6,4,10,6,0,0,3,10,11,25,12,2,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.22,35.3,268,0.37,0.4,7,170,25.3,15,0,5,0,0,9,3,4,4,23,13,5,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.34,1.8,63,0.6,0.39,0,5,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.19,31.5,422,0.26,0.49,4,162,22.7,15,0,3,0,0,7,7,4,2,23,5,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.65,60.7,653,0.19,0.48,22,719,24.6,18,6,4,6,0,5,9,3,6,23,17,7,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
6.99,3.4,141,0.59,0.28,5,3,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.45,35.3,543,0.15,0.39,23,416,18.5,19,4,2,3,0,20,9,6,0,41,11,8,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.6,46.1,130,0.2,0.45,4,103,18.5,6,5,6,0,0,3,6,6,0,14,9,3,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.55,4.0,49,1.17,0.36,4,3,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
6.9,7.6,40,1.15,0.52,5,9,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.22,4.4,46,0.5,0.12,6,9,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.99,15.5,322,0.55,0.7,40,92,19.6,5,3,8,11,0,4,9,7,12,40,10,6,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.38,45.0,539,0.32,0.35,3,268,27.1,2,23,5,11,0,3,6,8,5,27,18,6,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.09,18.3,563,0.24,0.63,63,122,18.5,5,0,15,12,0,5,13,1,5,37,14,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.56,106.5,175,0.08,0.29,5,63,21.6,11,13,3,18,0,12,3,14,3,34,24,5,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.42,47.6,330,0.05,0.46,6,229,25.0,12,18,6,7,0,11,10,10,1,37,25,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.36,2.0,110,1.18,0.15,5,4,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.01,1.7,35,0.74,0.18,5,9,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.48,64.5,574,0.33,0.44,5,137,23.5,7,15,5,9,0,5,1,4,4,33,15,6,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.91,39.6,524,0.28,0.16,15,492,21.7,27,15,1,9,0,12,7,5,6,54,16,6,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
6.88,20.3,428,0.36,0.13,36,126,27.1,6,5,25,6,0,2,6,6,12,47,18,8,3,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
8.4,25.0,435,0.02,0.54,26,231,22.0,16,7,2,2,0,15,7,8,1,38,12,7,0,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.34,114.1,449,0.02,0.31,7,145,22.6,8,15,4,10,0,2,2,3,2,23,12,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.3,8.1,481,0.78,0.22,67,112,21.4,4,4,22,9,0,5,8,4,2,31,10,3,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.04,6.7,75,0.26,0.13,23,82,22.2,4,3,3,7,30,5,14,5,0,45,15,10,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.29,32.6,369,0.71,0.66,71,36,27.8,4,4,20,16,0,4,20,5,7,43,15,4,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.15,39.7,669,0.26,0.35,4,218,20.0,3,13,1,19,0,11,6,5,6,36,13,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False
8.12,52.6,643,0.07,0.51,19,737,25.3,29,12,3,9,0,14,3,5,2,33,12,7,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
6.97,4.7,124,0.65,0.14,3,7,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.41,5.7,77,0.49,0.13,3,6,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.86,11.4,52,0.22,0.21,17,88,23.7,5,4,6,7,11,4,5,14,1,25,19,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.56,103.4,286,0.41,0.28,2,209,23.7,2,22,2,13,0,12,9,14,2,46,13,10,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.51,1.1,36,0.59,0.42,2,1,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.53,5.8,530,0.46,0.44,72,56,25.7,4,6,18,16,0,2,20,2,3,29,11,8,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.96,30.5,371,0.49,0.47,41,52,19.5,3,2,11,11,0,6,10,8,4,35,17,4,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.21,23.8,129,0.37,0.25,15,39,23.8,4,0,2,4,28,1,16,8,3,33,14,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
6.99,4.0,84,0.87,0.28,1,5,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
7.72,26.8,795,0.34,0.15,15,206,27.6,11,3,3,9,0,8,2,10,0,24,10,2,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.55,7.4,98,0.29,0.33,23,109,24.2,3,4,3,5,27,2,15,10,3,41,12,9,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.11,13.0,143,0.31,0.12,19,66,22.2,2,2,10,2,11,0,20,5,6,33,9,3,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False
7.49,54.0,442,0.05,0.41,8,65,27.4,5,9,1,8,0,5,3,8,6,21,12,5,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.05,21.1,161,0.23,0.14,8,87,21.5,3,6,4,7,22,1,20,11,3,41,16,3,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
7.11,72.2,231,0.37,0.55,3,80,25.4,7,6,4,6,0,7,8,10,0,21,12,3,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.9,17.1,192,0.27,0.62,5,140,26.4,5,0,4,5,10,6,19,9,2,31,20,3,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.3,22.7,202,0.66,0.58,67,69,24.8,5,4,6,17,0,2,18,9,10,45,15,9,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.17,16.3,58,0.21,0.27,14,143,24.3,1,2,8,6,28,3,7,17,4,32,14,9,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
6.88,27.9,151,0.19,0.12,21,97,19.5,3,5,5,2,6,2,10,4,6,25,13,3,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.14,27.7,70,0.37,0.67,20,118,27.5,4,2,4,4,30,4,18,18,5,53,23,4,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
6.88,28.8,102,0.27,0.28,19,89,19.5,0,4,3,4,10,5,16,13,1,30,12,7,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.37,47.8,146,0.41,0.15,7,200,20.3,11,17,6,12,0,6,3,7,5,38,11,4,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
7.53,20.6,199,0.57,0.53,39,35,24.9,3,1,25,5,0,5,15,10,12,36,13,7,3,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
6.85,32.6,146,0.43,0.66,7,188,18.7,5,6,3,8,0,8,8,4,6,27,9,6,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.12,17.9,196,0.4,0.4,17,113,23.4,1,4,4,7,28,3,12,18,1,36,24,5,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False
6.83,16.9,299,0.25,0.38,74,143,26.6,6,2,24,6,0,6,5,10,3,34,18,7,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.54,33.1,504,0.24,0.48,7,539,19.1,10,14,2,7,0,10,10,6,5,37,20,4,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
7.6,21.8,558,0.74,0.4,33,29,23.5,3,5,7,17,0,0,7,8,4,28,9,2,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
7.53,66.4,564,0.31,0.46,4,277,19.0,10,14,4,15,0,8,10,11,1,40,19,10,1,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.23,29.5,428,0.42,0.58,74,91,18.8,5,1,6,15,0,4,19,1,6,25,11,7,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.06,2.5,108,0.85,0.28,5,2,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.37,25.3,164,0.27,0.58,20,69,21.9,0,4,9,0,28,0,13,7,5,37,18,5,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
7.45,30.0,54,0.19,0.29,10,138,24.7,3,0,4,4,30,4,18,14,1,40,17,10,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
6.87,46.2,478,0.4,0.68,2,389,21.2,10,9,8,17,0,8,7,4,6,31,22,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.1,32.1,502,0.16,0.7,16,572,23.7,22,10,1,8,0,10,7,8,5,41,22,4,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.84,61.8,258,0.21,0.57,6,413,22.2,14,5,3,2,0,9,10,10,4,29,19,5,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
8.28,76.5,785,0.36,0.19,5,711,18.3,30,4,1,6,0,9,8,10,5,36,23,5,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
6.8,10.5,203,0.26,0.34,8,285,21.7,11,5,2,5,0,8,4,6,3,29,12,4,1,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.2,49.9,123,0.37,0.51,9,261,18.8,17,7,4,5,0,3,5,2,2,26,8,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False
6.16,62.2,653,0.3,0.69,24,788,19.6,27,12,3,6,0,8,10,6,3,52,14,4,3,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.82,30.3,505,0.23,0.41,51,133,20.6,0,0,24,18,0,5,14,2,11,40,21,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False
8.15,40.4,638,0.37,0.58,15,665,21.7,28,3,2,3,0,11,9,10,3,45,12,9,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.59,18.4,349,0.15,0.59,64,28,26.6,3,3,11,7,0,6,9,4,6,24,8,3,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
7.6,19.0,470,0.12,0.37,3,165,18.9,13,0,5,1,0,7,2,6,2,22,7,3,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.93,34.1,194,0.32,0.27,8,346,20.2,5,8,5,6,0,11,8,5,5,24,12,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False
7.59,15.4,179,0.26,0.38,19,145,21.9,6,0,5,3,15,4,12,9,6,33,10,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True
6.88,5.4,166,0.09,0.67,13,113,20.1,5,0,3,7,19,5,8,5,1,36,12,3,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.39,5.0,65,0.88,0.14,0,4,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
6.83,29.9,562,0.19,0.15,32,146,23.5,3,0,6,11,0,2,17,5,2,25,9,6,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
8.06,78.9,581,0.38,0.42,22,763,24.4,29,5,4,3,0,7,10,8,1,29,12,6,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.99,18.5,154,0.15,0.32,6,102,25.6,4,0,2,2,26,6,15,18,2,43,14,6,2,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
6.88,5.7,37,0.81,0.6,6,6,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False
6.81,24.6,147,0.08,0.21,7,32,19.6,6,3,4,3,18,6,6,4,6,31,14,3,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False
7.6,45.8,194,0.33,0.62,3,304,27.2,3,19,2,17,0,7,10,12,3,35,15,10,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.49,33.2,666,0.21,0.53,5,105,27.8,5,9,8,11,0,5,10,13,4,34,12,5,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False
7.2,11.0,140,0.32,0.52,54,78,27.1,6,5,14,12,0,5,3,3,3,33,14,6,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.46,22.6,589,0.5,0.18,71,80,18.8,0,5,11,14,0,2,8,7,2,20,8,6,1,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False
7.17,7.0,110,0.55,0.26,1,7,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False
7.47,15.3,57,0.34,0.69,8,60,24.0,4,3,8,2,30,6,8,16,6,56,22,11,3,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False
7.36,35.0,392,0.46,0.12,35,149,22.7,0,1,21,16,0,5,20,5,10,33,23,4,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False
6.82,1.1,82,0.59,0.59,4,6,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
7.5,52.6,668,0.28,0.46,8,185,23.0,7,22,4,5,0,7,9,6,5,43,12,8,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False
7.23,39.2,623,0.09,0.51,5,276,22.9,4,15,6,19,0,3,4,2,4,34,15,3,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.06,25.6,77,0.27,0.64,6,148,18.3,0,0,6,8,28,0,8,13,5,36,18,7,0,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False
7.11,27.1,347,0.67,0.61,34,111,18.4,6,5,17,8,0,4,18,9,5,36,13,9,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.25,11.0,358,0.73,0.57,56,33,18.5,0,4,7,7,0,3,14,9,11,33,15,7,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.08,46.0,633,0.38,0.35,19,380,26.1,19,5,4,8,0,17,2,2,6,29,13,7,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True
7.31,29.5,66,0.14,0.16,5,146,21.5,2,5,3,6,26,3,7,17,5,49,23,4,1,"[""Jaundice"", ""Nausea""]",hepatitis_a,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
6.28,36.9,501,0.35,0.11,22,697,21.0,14,3,4,5,0,20,8,2,6,34,13,6,2,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False
7.06,1.5,75,0.94,0.49,4,5,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
6.8,4.4,125,0.61,0.32,1,3,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False
6.97,5.9,291,0.52,0.59,48,84,21.3,4,0,6,8,0,6,3,6,5,24,8,2,0,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True
7.12,87.4,653,0.12,0.33,8,228,26.3,4,18,7,7,0,5,2,11,6,28,15,3,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False
6.92,2.6,108,0.63,0.27,7,5,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False
7.24,59.5,302,0.2,0.68,9,254,25.9,7,7,6,16,0,4,7,12,5,26,16,7,0,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.13,7.4,135,0.79,0.28,2,2,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True
7.78,25.3,556,0.16,0.26,21,568,20.0,24,4,2,9,0,12,9,7,1,38,21,4,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False
7.17,31.7,175,0.79,0.37,62,87,23.1,1,0,22,14,0,4,5,8,6,36,19,5,2,"[""Fever"", ""Abdominal pain""]",typhoid,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False
7.54,21.1,499,0.51,0.28,5,183,27.1,12,8,0,3,0,9,5,5,3,29,13,4,0,"[""Diarrhea""]",diarrhea,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False
6.66,45.4,787,0.19,0.11,12,688,26.7,24,4,2,2,0,10,10,3,2,35,13,8,1,"[""Diarrhea"", ""Vomiting""]",cholera,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False
6.94,5.7,147,1.0,0.24,3,3,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,[],none,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True
7.23,74.3,479,0.16,0.16,8,163,23.2,11,22,3,10,0,1,8,12,0,27,10,4,2,"[""Vomiting"", ""Abdominal pain""]",gastroenteritis,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False
